,MPI tag,MLI tag
34883,Move Around,
34884,Move Around,
34885,Move Around,
34886,Move Around,
34887,Move Around,
34888,Move Around,
34889,Move Around,
34890,Move Around,
34891,Move Around,
34892,Move Around,
34893,Move Around,
34894,Move Around,
34895,Move Around,
34896,Move Around,
34897,Move Around,
34898,Move Around,Kick
34899,Move Around,
34900,Move Around,
34901,Move Around,
34902,Move Around,
34903,Move Around,
34904,Move Around,
34905,Move Around,
34906,Move Around,
34907,Asleep,
34908,Asleep,
34909,Asleep,
34910,Move Around,
34911,Move Around,
34912,Move Around,
34913,Move Around,
34914,Move Around,
34915,Move Around,
34916,Move Around,
34917,Move Around,
34918,Move Around,
34919,Move Around,
34920,Move Around,
34921,Move Around,
34922,Move Around,Kick
34923,Move Around,
34924,Move Around,
34925,Move Around,Kick
34926,Move Around,
34927,Move Around,
34928,Move Around,
34929,Move Around,
34930,Move Around,
34931,Move Around,
34932,Move Around,
34933,Move Around,
34934,Move Around,
34935,Move Around,
34936,Move Around,
34937,Move Around,
34938,Move Around,
34939,Move Around,
34940,Move Around,
34941,Move Around,
34942,Move Around,
34943,Move Around,
34944,Move Around,
34945,Move Around,
34946,Move Around,
34947,Move Around,
34948,Move Around,
34949,Move Around,
34950,Move Around,
34951,Move Around,
34952,Move Around,
34953,Move Around,
34954,Move Around,
34955,Move Around,
34956,Move Around,
34957,Move Around,
34958,Move Around,
34959,Move Around,
34960,Move Around,
34961,Move Around,
34962,Move Around,
34963,Move Around,
34964,Move Around,
34965,Move Around,
34966,Move Around,
34967,Move Around,
34968,Move Around,
34969,Move Around,
34970,Move Around,
34971,Move Around,
34972,Move Around,
34973,Move Around,
34974,Move Around,
34975,Move Around,
34976,Move Around,
34977,Move Around,
34978,Move Around,
34979,Move Around,
34980,Move Around,
34981,Move Around,
34982,Move Around,
34983,Move Around,
34984,Move Around,
34985,Move Around,
34986,Move Around,
34987,Move Around,
34988,Move Around,
34989,Move Around,
34990,Move Around,
34991,Move Around,
34992,Move Around,
34993,Move Around,
34994,Move Around,
34995,Move Around,
34996,Move Around,
34997,Move Around,
34998,Move Around,Kick
34999,Move Around,
35000,Move Around,
35001,Move Around,
35002,Move Around,
35003,Move Around,
35004,Move Around,
35005,Move Around,
35006,Move Around,
35007,About to wake,
35008,Move Around,
35009,Move Around,
35010,Move Around,
35011,Move Around,
35012,Move Around,
35013,Move Around,
35014,Move Around,
35015,Move Around,
35016,Move Around,
35017,Move Around,
35018,Move Around,
35019,Move Around,
35020,Move Around,
35021,Move Around,
35022,Move Around,
35023,Move Around,
35024,Move Around,
35025,Move Around,
35026,Move Around,
35027,Move Around,
35028,Move Around,
35029,Move Around,
35030,Move Around,
35031,Move Around,
35032,Move Around,
35033,Move Around,
35034,Move Around,
35035,Move Around,
35036,Move Around,
35037,Move Around,
35038,Move Around,Kick
35039,Move Around,
35040,Move Around,
35041,Move Around,Kick
35042,Move Around,
35043,Move Around,
35044,Move Around,
35045,Move Around,
35046,Move Around,
35047,Move Around,
35048,Move Around,
35049,Move Around,
35050,Move Around,
35051,Move Around,
35052,Move Around,
35053,Move Around,
35054,Move Around,
35055,Move Around,
35056,Move Around,
35057,Move Around,
35058,Move Around,
35059,Move Around,
35060,Move Around,
35061,Move Around,
35062,Move Around,
35063,Move Around,
35064,Move Around,
35065,Move Around,
35066,Move Around,
35067,Move Around,
35068,Move Around,
35069,Move Around,
35070,Move Around,
35071,Move Around,
35072,Move Around,
35073,Move Around,
35074,Move Around,
35075,Move Around,
35076,Move Around,
35077,Move Around,
35078,Move Around,
35079,Move Around,
35080,Move Around,
35081,Move Around,
35082,Move Around,
35083,Move Around,
35084,Move Around,
35085,Move Around,
35086,Move Around,
35087,Move Around,
35088,Move Around,
35089,Move Around,
35090,Move Around,
35091,Move Around,
35092,Move Around,
35093,Move Around,
35094,Move Around,
35095,Move Around,
35096,Move Around,
35097,Move Around,
35098,Move Around,
35099,Move Around,
35100,Move Around,
35101,Move Around,
35102,Move Around,
35103,Move Around,
35104,Move Around,
35105,Move Around,
35106,Move Around,
35107,Move Around,
35108,Move Around,
35109,Move Around,
35110,Move Around,
35111,Move Around,
35112,Move Around,
35113,Move Around,
35114,Move Around,
35115,Move Around,
35116,Move Around,
35117,Move Around,
35118,Move Around,
35119,Move Around,
35120,Move Around,
35121,Move Around,
35122,Move Around,
35123,Move Around,
35124,Move Around,
35125,Move Around,
35126,Move Around,
35127,Move Around,
35128,Move Around,
35129,Move Around,
35130,Move Around,
35131,Move Around,
35132,Move Around,
35133,Move Around,
35134,Move Around,
35135,Move Around,
35136,Move Around,
35137,Move Around,
35138,Move Around,
35139,Move Around,
35140,Move Around,
35141,Move Around,
35142,Move Around,
35143,Move Around,
35144,Move Around,
35145,Move Around,
35146,Move Around,
35147,Move Around,
35148,Move Around,
35149,Move Around,
35150,Move Around,
35151,Move Around,
35152,Move Around,
35153,Move Around,
35154,Move Around,
35155,Move Around,
35156,Move Around,
35157,Move Around,Kick
35158,Move Around,
35159,Move Around,Kick
35160,Move Around,
35161,Move Around,
35162,Move Around,
35163,Move Around,
35164,Move Around,
35165,Move Around,
35166,Move Around,
35167,Move Around,
35168,Move Around,
35169,Move Around,
35170,Move Around,
35171,Move Around,
35172,Move Around,
35173,Move Around,
35174,Move Around,
35175,Move Around,
35176,Move Around,
35177,Move Around,Kick
35178,Move Around,
35179,Move Around,
35180,Move Around,
35181,Move Around,
35182,Move Around,Kick
35183,Move Around,
35184,Move Around,
35185,Move Around,
35186,Move Around,
35187,Move Around,Kick
35188,Move Around,
35189,Move Around,
35190,Move Around,
35191,Move Around,
35192,Move Around,
35193,Move Around,
35194,Move Around,
35195,Move Around,
35196,Move Around,
35197,Move Around,
35198,Move Around,
35199,Move Around,
35200,Move Around,
35201,Move Around,
35202,Move Around,
35203,Move Around,
35204,Move Around,
35205,Move Around,
35206,Move Around,
35207,Move Around,
35208,Move Around,
35209,Move Around,
35210,Move Around,
35211,Move Around,
35212,Move Around,
35213,Move Around,
35214,Move Around,
35215,Move Around,
35216,Move Around,
35217,Move Around,Kick
35218,Move Around,
35219,Move Around,
35220,Move Around,
35221,Move Around,
35222,Move Around,Kick
35223,Move Around,
35224,Move Around,
35225,Move Around,
35226,Move Around,
35227,Move Around,
35228,Move Around,
35229,Move Around,
35230,Move Around,
35231,Move Around,
35232,Move Around,
35233,Move Around,
35234,Move Around,
35235,Move Around,Kick
35236,Move Around,
35237,About to wake,
35238,About to wake,
35239,About to wake,Kick
35240,About to wake,
35241,About to wake,
35242,About to wake,
35243,About to wake,
35244,About to wake,
35245,About to wake,
35246,About to wake,
35247,About to wake,
35248,About to wake,
35249,About to wake,
35250,About to wake,
35251,About to wake,
35252,About to wake,
35253,Move Around,
35254,Move Around,
35255,Move Around,
35256,Move Around,
35257,Move Around,
35258,Move Around,
35259,Move Around,
35260,Move Around,
35261,Move Around,
35262,Move Around,
35263,Move Around,
35264,Move Around,
35265,Move Around,
35266,Move Around,
35267,Move Around,
35268,Move Around,
35269,Move Around,
35270,Move Around,
35271,Move Around,Kick
35272,Move Around,
35273,Move Around,
35274,Move Around,
35275,Move Around,
35276,Move Around,
35277,Move Around,
35278,Move Around,
35279,Move Around,
35280,Move Around,
35281,Move Around,
35282,Move Around,
35283,Move Around,
35284,Move Around,
35285,Move Around,
35286,Move Around,
35287,Move Around,
35288,Move Around,
35289,Move Around,
35290,Move Around,
35291,Move Around,
35292,Move Around,
35293,Move Around,
35294,Move Around,
35295,Move Around,
35296,Move Around,
35297,Move Around,
35298,Move Around,
35299,Move Around,
35300,Move Around,
35301,Move Around,
35302,Move Around,
35303,Move Around,
35304,Move Around,
35305,Move Around,
35306,Move Around,
35307,Move Around,
35308,Move Around,
35309,Move Around,
35310,Move Around,
35311,Move Around,
35312,Move Around,
35313,Move Around,
35314,Move Around,
35315,Move Around,
35316,Move Around,
35317,Move Around,
35318,Move Around,
35319,Move Around,
35320,Move Around,
35321,Move Around,
35322,Move Around,
35323,Move Around,
35324,Move Around,
35325,Move Around,
35326,Move Around,
35327,Move Around,
35328,Move Around,
35329,Move Around,
35330,Move Around,
35331,Move Around,
35332,Asleep,
35333,Asleep,
35334,Asleep,
35335,Asleep,
35336,Asleep,
35337,Asleep,
35338,Asleep,
35339,Asleep,
35340,Asleep,
35341,Asleep,
35342,Asleep,
35343,Asleep,
35344,Asleep,
35345,Asleep,
35346,Asleep,
35347,Asleep,
35348,Asleep,
35349,Asleep,
35350,Asleep,
35351,Asleep,
35352,Asleep,
35353,Asleep,
35354,Asleep,
35355,Asleep,
35356,Asleep,
35357,Asleep,
35358,Asleep,
35359,Asleep,
35360,Asleep,
35361,Asleep,
35362,Asleep,
35363,Asleep,
35364,Asleep,
35365,Asleep,
35366,Asleep,
35367,Asleep,
35368,Asleep,
35369,Asleep,
35370,Asleep,
35371,Asleep,
35372,Asleep,
35373,Asleep,
35374,Asleep,
35375,Asleep,
35376,Asleep,
35377,Asleep,
35378,Asleep,
35379,Asleep,
35380,Asleep,
35381,Asleep,
35382,Asleep,
35383,Asleep,
35384,Asleep,
35385,Asleep,
35386,Asleep,
35387,Asleep,
35388,Asleep,
35389,Asleep,
35390,Asleep,
35391,Asleep,
35392,Asleep,
35393,Asleep,
35394,Asleep,
35395,Asleep,
35396,Asleep,
35397,Asleep,
35398,Asleep,
35399,Asleep,
35400,Asleep,
35401,Asleep,
35402,Asleep,
35403,Asleep,
35404,Asleep,
35405,Asleep,
35406,Asleep,
35407,Asleep,
35408,Asleep,
35409,Asleep,
35410,Asleep,
35411,Asleep,
35412,Asleep,
35413,Asleep,
35414,Asleep,
35415,Asleep,
35416,Asleep,
35417,Asleep,
35418,Asleep,
35419,Asleep,
35420,Asleep,
35421,Asleep,
35422,Asleep,
35423,Asleep,
35424,Asleep,
35425,Asleep,
35426,Asleep,
35427,Asleep,
35428,Asleep,
35429,Asleep,
35430,Asleep,
35431,Asleep,
35432,Asleep,
35433,Asleep,
35434,Asleep,
35435,Asleep,
35436,Asleep,
35437,Asleep,
35438,Asleep,
35439,Asleep,
35440,Asleep,
35441,Asleep,
35442,Asleep,
35443,Asleep,
35444,Asleep,
35445,Asleep,
35446,Asleep,
35447,Asleep,
35448,Asleep,
35449,Asleep,
35450,Asleep,
35451,Asleep,
35452,Asleep,
35453,Asleep,
35454,Asleep,
35455,Asleep,
35456,Asleep,
35457,Asleep,
35458,Asleep,
35459,Asleep,
35460,Asleep,
35461,Asleep,
35462,Asleep,
35463,Asleep,
35464,Asleep,
35465,Asleep,
35466,Asleep,
35467,Asleep,
35468,Asleep,
35469,Asleep,
35470,Asleep,
35471,Asleep,
35472,Asleep,
35473,Asleep,
35474,Asleep,
35475,Asleep,
35476,Asleep,
35477,Asleep,
35478,Asleep,
35479,Asleep,
35480,Asleep,
35481,Asleep,
35482,Asleep,
35483,Asleep,
35484,Asleep,
35485,Asleep,
35486,Asleep,
35487,Asleep,
35488,Asleep,
35489,Asleep,
35490,Asleep,
35491,Asleep,
35492,Asleep,
35493,Asleep,
35494,Asleep,
35495,Asleep,
35496,Asleep,
35497,Asleep,
35498,Asleep,
35499,Asleep,
35500,Move Around,
35501,Move Around,
35502,Move Around,
35503,Move Around,
35504,Move Around,
35505,Move Around,
35506,Move Around,
35507,Move Around,
35508,Move Around,
35509,Move Around,Kick
35510,Move Around,Kick
35511,Move Around,
35512,Move Around,Kick
35513,Move Around,
35514,Move Around,
35515,Move Around,Kick
35516,Move Around,
35517,Move Around,
35518,Move Around,
35519,Move Around,
35520,Move Around,
35521,Move Around,Kick
35522,Move Around,Kick
35523,Move Around,
35524,Move Around,
35525,Move Around,
35526,Move Around,
35527,Move Around,
35528,Move Around,
35529,Move Around,
35530,Move Around,
35531,Move Around,
35532,Move Around,
35533,Move Around,
35534,Move Around,
35535,Move Around,
35536,Move Around,Kick
35537,Move Around,
35538,Move Around,
35539,Move Around,
35540,Move Around,
35541,Move Around,
35542,Move Around,
35543,About to wake,
35544,About to wake,
35545,About to wake,
35546,About to wake,
35547,About to wake,
35548,About to wake,
35549,About to wake,
35550,About to wake,
35551,About to wake,
35552,About to wake,
35553,About to wake,
35554,About to wake,
35555,About to wake,
35556,About to wake,
35557,About to wake,
35558,About to wake,
35559,About to wake,
35560,About to wake,
35561,About to wake,
35562,About to wake,
35563,About to wake,
35564,About to wake,
35565,About to wake,
35566,About to wake,
35567,About to wake,
35568,About to wake,
35569,About to wake,
35570,About to wake,
35571,About to wake,
35572,About to wake,
35573,About to wake,
35574,About to wake,
35575,About to wake,
35576,About to wake,
35577,About to wake,
35578,About to wake,
35579,About to wake,
35580,About to wake,
35581,About to wake,
35582,About to wake,
35583,About to wake,
35584,About to wake,
35585,About to wake,
35586,About to wake,
35587,About to wake,
35588,About to wake,
35589,About to wake,
35590,About to wake,
35591,About to wake,
35592,About to wake,
35593,awake,
35594,awake,
35595,awake,
35596,awake,
35597,awake,
35598,awake,
35599,awake,
35600,Move Around,
35601,Move Around,
35602,Move Around,
35603,Move Around,
35604,Move Around,
35605,Move Around,
35606,Move Around,
35607,Move Around,
35608,Move Around,
35609,Move Around,
35610,Move Around,
35611,Move Around,
35612,Move Around,
35613,Move Around,
35614,Move Around,
35615,Move Around,
35616,Move Around,
35617,Move Around,
35618,Move Around,
35619,Move Around,
35620,Move Around,
35621,Move Around,
35622,Move Around,
35623,Move Around,
35624,Move Around,
35625,Move Around,
35626,Move Around,
35627,Move Around,
35628,Move Around,
35629,Move Around,
35630,Move Around,
35631,Move Around,
35632,Move Around,
35633,Move Around,
35634,Move Around,
35635,Move Around,
35636,Asleep,
35637,Asleep,
35638,Asleep,
35639,Asleep,
35640,Asleep,
35641,Asleep,
35642,Asleep,
35643,Asleep,
35644,Asleep,
35645,Asleep,
35646,Asleep,
35647,Asleep,
35648,Asleep,
35649,Asleep,
35650,Asleep,
35651,Asleep,
35652,Asleep,
35653,Asleep,
35654,Asleep,
35655,Asleep,
35656,Asleep,
35657,Asleep,
35658,Asleep,
35659,Asleep,Kick
35660,Asleep,
35661,Asleep,Kick
35662,Move Around,
35663,Move Around,Kick
35664,Move Around,Kick
35665,Move Around,
35666,Move Around,
35667,Move Around,Kick
35668,Move Around,
35669,Move Around,
35670,Move Around,
35671,Move Around,
35672,Move Around,
35673,Move Around,
35674,Move Around,
35675,Move Around,
35676,Move Around,
35677,Move Around,
35678,Move Around,Kick
35679,Move Around,Kick
35680,Move Around,
35681,Move Around,
35682,Move Around,
35683,Move Around,Kick
35684,Move Around,
35685,Move Around,Kick
35686,Move Around,
35687,Move Around,Kick
35688,Move Around,
35689,Move Around,Kick
35690,Move Around,
35691,Move Around,
35692,Move Around,
35693,Move Around,
35694,Move Around,
35695,Move Around,
35696,Move Around,
35697,Move Around,
35698,Move Around,
35699,Move Around,
35700,Move Around,
35701,Move Around,
35702,Move Around,
35703,Move Around,
35704,Move Around,
35705,Move Around,
35706,Move Around,
35707,Move Around,
35708,Move Around,Kick
35709,About to wake,
35710,About to wake,
35711,About to wake,
35712,About to wake,
35713,About to wake,
35714,About to wake,
35715,About to wake,
35716,About to wake,
35717,About to wake,
35718,About to wake,
35719,About to wake,
35720,About to wake,
35721,About to wake,
35722,About to wake,
35723,About to wake,
35724,About to wake,
35725,About to wake,
35726,About to wake,
35727,About to wake,
35728,About to wake,
35729,About to wake,
35730,About to wake,
35731,About to wake,
35732,About to wake,
35733,About to wake,
35734,About to wake,
35735,About to wake,
35736,About to wake,
35737,About to wake,
35738,About to wake,
35739,About to wake,Kick
35740,About to wake,
35741,About to wake,
35742,About to wake,
35743,About to wake,
35744,About to wake,Kick
35745,About to wake,
35746,About to wake,
35747,About to wake,
35748,About to wake,
35749,About to wake,
35750,About to wake,
35751,About to wake,
35752,About to wake,
35753,About to wake,
35754,About to wake,
35755,About to wake,
35756,Move Around,
35757,Move Around,
35758,Move Around,
35759,Move Around,
35760,Move Around,
35761,Move Around,
35762,Move Around,
35763,Move Around,
35764,Move Around,
35765,Move Around,
35766,Move Around,
35767,Move Around,
35768,Move Around,
35769,Move Around,
35770,Move Around,
35771,Move Around,
35772,Move Around,
35773,Move Around,
35774,Move Around,Kick
35775,Move Around,
35776,Move Around,
35777,Move Around,
35778,Move Around,
35779,Move Around,
35780,Move Around,
35781,Move Around,
35782,Move Around,
35783,Move Around,
35784,Move Around,
35785,Move Around,
35786,Move Around,
35787,Move Around,
35788,Move Around,
35789,Move Around,
35790,Move Around,
35791,Move Around,
35792,Move Around,
35793,Move Around,
35794,Move Around,
35795,Move Around,
35796,Move Around,
35797,Move Around,
35798,Move Around,
35799,Move Around,
35800,Move Around,
35801,Move Around,
35802,Move Around,
35803,Move Around,
35804,Move Around,
35805,Move Around,
35806,Move Around,
35807,Move Around,
35808,Move Around,
35809,Move Around,
35810,Move Around,
35811,Move Around,
35812,Move Around,
35813,Move Around,
35814,Move Around,
35815,Move Around,
35816,Move Around,
35817,Move Around,
35818,Move Around,
35819,Move Around,
35820,Move Around,
35821,Move Around,
35822,Move Around,
35823,Move Around,
35824,Move Around,
35825,Move Around,
35826,Move Around,
35827,Move Around,
35828,Move Around,
35829,Move Around,
35830,Asleep,
35831,Asleep,
35832,Asleep,
35833,Asleep,
35834,Asleep,
35835,Asleep,
35836,Asleep,
35837,Asleep,
35838,Asleep,
35839,Asleep,
35840,Asleep,
35841,Asleep,
35842,Asleep,
35843,Asleep,
35844,Asleep,
35845,Asleep,
35846,Asleep,
35847,Asleep,
35848,Asleep,
35849,Asleep,
35850,Asleep,
35851,Asleep,
35852,Asleep,
35853,Asleep,
35854,Asleep,
35855,Asleep,
35856,Asleep,
35857,Asleep,
35858,Asleep,
35859,Asleep,
35860,Asleep,
35861,Asleep,
35862,Asleep,
35863,Asleep,
35864,Asleep,
35865,Asleep,
35866,Asleep,
35867,Asleep,
35868,Asleep,
35869,Asleep,
35870,Asleep,
35871,Asleep,
35872,Asleep,
35873,Asleep,
35874,Asleep,
35875,Asleep,
35876,Asleep,
35877,Asleep,
35878,Asleep,
35879,Asleep,
35880,Asleep,
35881,Asleep,
35882,Asleep,
35883,Asleep,
35884,Asleep,
35885,Asleep,
35886,Asleep,
35887,Asleep,
35888,Asleep,
35889,Asleep,
35890,Asleep,
35891,Asleep,
35892,Asleep,
35893,Asleep,
35894,Asleep,
35895,Asleep,
35896,Asleep,
35897,Asleep,
35898,Asleep,
35899,Asleep,
35900,Asleep,
35901,Asleep,
35902,Asleep,
35903,Asleep,
35904,Asleep,
35905,Asleep,
35906,Asleep,
35907,Asleep,
35908,Asleep,
35909,Asleep,
35910,Asleep,
35911,Asleep,
35912,Asleep,
35913,Asleep,
35914,Asleep,
35915,Asleep,
35916,Asleep,
35917,Asleep,
35918,Asleep,
35919,Asleep,
35920,Asleep,
35921,Asleep,
35922,Asleep,
35923,Asleep,
35924,Asleep,
35925,Asleep,
35926,Asleep,
35927,Asleep,
35928,Asleep,
35929,Asleep,
35930,Asleep,
35931,Asleep,
35932,Asleep,
35933,Asleep,
35934,Asleep,
35935,Asleep,
35936,Asleep,
35937,Asleep,
35938,Asleep,
35939,Asleep,
35940,Asleep,
35941,Asleep,
35942,Asleep,
35943,Asleep,
35944,Asleep,
35945,Asleep,
35946,Asleep,
35947,Asleep,
35948,Asleep,
35949,Asleep,
35950,Asleep,
35951,Asleep,
35952,Asleep,
35953,Asleep,
35954,Asleep,
35955,Asleep,
35956,Asleep,
35957,Asleep,
35958,Asleep,
35959,Asleep,
35960,Asleep,
35961,Asleep,
35962,Asleep,
35963,Asleep,
35964,Asleep,
35965,Asleep,
35966,Asleep,
35967,Asleep,
35968,Asleep,
35969,Asleep,
35970,Asleep,
35971,Asleep,
35972,Asleep,
35973,Asleep,
35974,Asleep,
35975,Asleep,
35976,Asleep,
35977,Asleep,
35978,Asleep,
35979,Asleep,
35980,Asleep,
35981,Asleep,
35982,Asleep,
35983,Asleep,
35984,Asleep,
35985,Asleep,
35986,Asleep,
35987,Asleep,
35988,Asleep,
35989,Asleep,
35990,Asleep,
35991,Asleep,
35992,Asleep,
35993,Asleep,
35994,Asleep,
35995,Asleep,
35996,Asleep,
35997,Asleep,
35998,Asleep,
35999,Asleep,
36000,Asleep,
36001,Asleep,
36002,Asleep,
36003,Asleep,
36004,Asleep,
36005,Asleep,
36006,Asleep,
36007,Asleep,
36008,Asleep,
36009,Asleep,
36010,Asleep,
36011,Asleep,
36012,Asleep,
36013,Asleep,
36014,Asleep,
36015,Asleep,
36016,Asleep,
36017,Asleep,
36018,Asleep,
36019,Asleep,
36020,Asleep,
36021,Asleep,
36022,Asleep,
36023,Asleep,
36024,Asleep,
36025,Asleep,
36026,Asleep,
36027,Asleep,
36028,Asleep,
36029,Asleep,
36030,Asleep,
36031,Asleep,
36032,Asleep,
36033,Asleep,
36034,Asleep,
36035,Asleep,
36036,Asleep,
36037,Asleep,
36038,Asleep,
36039,Asleep,
36040,Asleep,
36041,Asleep,
36042,Asleep,
36043,Asleep,
36044,Asleep,
36045,Asleep,
36046,Asleep,
36047,Asleep,
36048,Asleep,
36049,Asleep,
36050,Asleep,
36051,Asleep,
36052,Asleep,
36053,Asleep,
36054,Asleep,
36055,Asleep,
36056,Asleep,
36057,Asleep,
36058,Asleep,
36059,Asleep,
36060,Asleep,
36061,Asleep,
36062,Asleep,
36063,Asleep,
36064,Asleep,
36065,Asleep,
36066,Asleep,
36067,Asleep,
36068,Asleep,
36069,Asleep,
36070,Asleep,
36071,Asleep,
36072,Asleep,
36073,Asleep,
36074,Asleep,
36075,Asleep,
36076,Asleep,
36077,Asleep,
36078,Asleep,
36079,Asleep,
36080,Asleep,
36081,Asleep,
36082,Asleep,
36083,Asleep,
36084,Asleep,
36085,Asleep,
36086,Asleep,
36087,Asleep,
36088,Asleep,
36089,Asleep,
36090,Asleep,
36091,Asleep,
36092,Asleep,
36093,Asleep,
36094,Asleep,
36095,Asleep,
36096,Asleep,
36097,Asleep,
36098,Asleep,
36099,Asleep,
36100,Asleep,
36101,Asleep,
36102,Asleep,
36103,Asleep,
36104,Asleep,
36105,Asleep,
36106,Asleep,
36107,Asleep,
36108,Asleep,
36109,Asleep,
36110,Asleep,
36111,Asleep,
36112,Asleep,
36113,Asleep,
36114,Asleep,
36115,Asleep,
36116,Asleep,
36117,Asleep,
36118,Asleep,
36119,Asleep,
36120,Asleep,
36121,Asleep,
36122,Asleep,
36123,Asleep,
36124,Asleep,
36125,Asleep,
36126,Asleep,
36127,Asleep,
36128,Asleep,
36129,Asleep,
36130,Asleep,
36131,Asleep,
36132,Asleep,
36133,Asleep,
36134,Move Around,
36135,Move Around,
36136,Move Around,
36137,Move Around,
36138,Asleep,
36139,Asleep,
36140,Move Around,
36141,Asleep,
36142,Asleep,
36143,Asleep,
36144,Asleep,
36145,Asleep,
36146,Asleep,
36147,Asleep,
36148,Asleep,
36149,Asleep,
36150,Asleep,
36151,Asleep,
36152,Asleep,
36153,Asleep,
36154,Asleep,
36155,Asleep,
36156,Asleep,
36157,Asleep,
36158,Asleep,
36159,Asleep,
36160,Asleep,
36161,Asleep,
36162,Asleep,
36163,Asleep,
36164,Asleep,
36165,Asleep,
36166,Asleep,
36167,Asleep,
36168,Asleep,
36169,Asleep,
36170,Asleep,
36171,Asleep,
36172,Asleep,
36173,Asleep,
36174,Asleep,
36175,Asleep,
36176,Asleep,
36177,Asleep,
36178,Asleep,
36179,Move Around,
36180,Move Around,
36181,Move Around,
36182,Move Around,
36183,Move Around,
36184,Move Around,
36185,Move Around,
36186,Move Around,
36187,Move Around,
36188,Move Around,
36189,Move Around,
36190,Move Around,
36191,Move Around,
36192,Move Around,
36193,Move Around,
36194,Move Around,
36195,Move Around,
36196,Move Around,
36197,Move Around,
36198,Move Around,
36199,Move Around,
36200,Move Around,
36201,Move Around,
36202,Move Around,
36203,Move Around,
36204,Move Around,
36205,Move Around,
36206,Move Around,
36207,Move Around,
36208,Move Around,
36209,Move Around,
36210,Move Around,
36211,Move Around,
36212,Move Around,
36213,Move Around,
36214,Move Around,
36215,Move Around,
36216,Move Around,
36217,Move Around,
36218,Move Around,
36219,Move Around,
36220,Move Around,
36221,Move Around,
36222,Move Around,
36223,Move Around,
36224,Move Around,
36225,Move Around,
36226,Move Around,
36227,Move Around,
36228,Move Around,
36229,Move Around,
36230,Move Around,
36231,Move Around,
36232,Move Around,
36233,Move Around,
36234,Move Around,
36235,Move Around,
36236,Move Around,
36237,Move Around,
36238,Move Around,
36239,Move Around,
36240,Move Around,
36241,Move Around,
36242,Move Around,
36243,Move Around,
36244,Move Around,
36245,Move Around,
36246,Move Around,
36247,Move Around,
36248,Move Around,
36249,Move Around,
36250,Move Around,
36251,Move Around,
36252,Move Around,
36253,Move Around,
36254,Asleep,
36255,Asleep,
36256,Asleep,
36257,Asleep,
36258,Asleep,
36259,Asleep,
36260,Asleep,
36261,Asleep,
36262,Asleep,
36263,Asleep,
36264,Asleep,
36265,Asleep,
36266,Asleep,
36267,Asleep,
36268,Asleep,
36269,Asleep,
36270,Asleep,
36271,Asleep,
36272,Asleep,
36273,Asleep,
36274,Asleep,
36275,Asleep,
36276,Asleep,
36277,Asleep,
36278,Asleep,
36279,Asleep,
36280,Asleep,
36281,Asleep,
36282,Asleep,
36283,Asleep,
36284,Asleep,
36285,Asleep,
36286,Asleep,
36287,Asleep,
36288,Asleep,
36289,Asleep,
36290,Asleep,
36291,Asleep,
36292,Asleep,
36293,Asleep,
36294,Asleep,
36295,Asleep,
36296,Asleep,
36297,Asleep,
36298,Asleep,
36299,Asleep,
36300,Asleep,
36301,Asleep,
36302,Asleep,
36303,Asleep,
36304,Asleep,
36305,Asleep,
36306,Asleep,
36307,Asleep,
36308,Asleep,
36309,Asleep,
36310,Asleep,
36311,Asleep,
36312,Asleep,
36313,Asleep,
36314,Asleep,
36315,Asleep,
36316,Asleep,
36317,Asleep,
36318,Asleep,
36319,Asleep,
36320,Asleep,
36321,Asleep,
36322,Asleep,
36323,Asleep,
36324,Asleep,
36325,Asleep,
36326,Asleep,
36327,Asleep,
36328,Asleep,
36329,Asleep,
36330,Asleep,
36331,Asleep,
36332,Asleep,
36333,Asleep,
36334,Asleep,
36335,Asleep,
36336,Asleep,
36337,Asleep,
36338,Asleep,
36339,Asleep,
36340,Asleep,
36341,Asleep,
36342,Asleep,
36343,Asleep,
36344,Asleep,
36345,Asleep,
36346,Asleep,
36347,Asleep,
36348,Asleep,
36349,Asleep,
36350,Asleep,
36351,Asleep,
36352,Asleep,
36353,Asleep,
36354,Asleep,
36355,Asleep,
36356,Asleep,
36357,Asleep,
36358,Asleep,
36359,Asleep,
36360,Asleep,
36361,Asleep,
36362,Asleep,
36363,Asleep,
36364,Asleep,
36365,Asleep,
36366,Asleep,
36367,Asleep,
36368,Asleep,
36369,Asleep,
36370,Asleep,
36371,Asleep,
36372,Asleep,
36373,Asleep,
36374,Asleep,
36375,Asleep,
36376,Asleep,
36377,Asleep,
36378,Asleep,
36379,Asleep,
36380,Asleep,
36381,Asleep,
36382,Asleep,
36383,Asleep,
36384,Asleep,
36385,Asleep,
36386,Asleep,
36387,Asleep,
36388,Asleep,
36389,Asleep,
36390,Asleep,
36391,Asleep,
36392,Asleep,
36393,Asleep,
36394,Asleep,
36395,Asleep,
36396,Asleep,
36397,Asleep,
36398,Asleep,
36399,Asleep,
36400,Asleep,
36401,Asleep,
36402,Asleep,
36403,Asleep,
36404,Asleep,
36405,Asleep,
36406,Asleep,
36407,Asleep,
36408,Asleep,
36409,Asleep,
36410,Asleep,
36411,Asleep,
36412,Asleep,
36413,Asleep,
36414,Asleep,
36415,Asleep,
36416,Asleep,
36417,Asleep,
36418,Asleep,
36419,Asleep,
36420,Asleep,
36421,Asleep,
36422,Asleep,
36423,Asleep,
36424,Asleep,
36425,Asleep,
